question_id,topk_mass,neg_entropy,neg_logprob_var,is_correct
gsm8k_9,0.9981639277898698,-0.16837996207598327,-10.976353599960678,True
gsm8k_9,0.9994952499065073,-0.14278212826359835,-10.63436505786934,True
gsm8k_9,0.9975823038684284,-0.19572014629370538,-11.117330840136134,False
gsm8k_10,0.9952829038792439,-0.25965036622541426,-11.529730839888451,True
gsm8k_10,0.9969171820111481,-0.23100561034082998,-11.172091948703265,True
gsm8k_10,0.9977596853941706,-0.1802929211341317,-11.781395941223183,True
gsm8k_10,0.9958524153004399,-0.23593453072357898,-11.538207227689929,True
gsm8k_10,0.9985228852188825,-0.21857595880791353,-12.438232873178414,True
gsm8k_10,0.9961334667415304,-0.22483736169252827,-10.592706547023628,True
gsm8k_10,0.9977208207696024,-0.19912461130799655,-10.605505658653229,False
gsm8k_11,0.999470661558398,-0.08630183474758792,-8.278856241566752,False
gsm8k_11,0.9982820678009969,-0.1127989440868936,-8.53464178486104,False
gsm8k_11,0.9975924995562091,-0.17670074052307794,-10.15319566178864,True
gsm8k_11,0.9990901178241226,-0.11593824854930175,-8.622919988777884,True
gsm8k_11,0.9975916737004921,-0.1636793937890931,-10.62408431738476,True
gsm8k_11,0.9985215314954378,-0.14524873777305897,-10.444533653268095,True
gsm8k_11,0.9983724499652868,-0.16283768159366643,-10.951480943974568,True
gsm8k_12,0.9892921031856498,-0.40416927815989684,-10.10907459281555,False
gsm8k_12,0.9825976038083849,-0.4902554812752856,-12.549547870546652,False
gsm8k_12,0.9916833239684235,-0.3872250781666414,-10.009569278706003,False
gsm8k_12,0.987142175795456,-0.4051753321349629,-14.210726677076922,False
gsm8k_12,0.9932294365906945,-0.30279441188639644,-12.162283101849418,False
gsm8k_12,0.9941975777015137,-0.3664204073263678,-11.652049919838142,False
gsm8k_12,0.9933172599311431,-0.3075386585937576,-14.01222512057517,False
gsm8k_13,0.9926074971052725,-0.3140299068467328,-9.883105111313682,False
gsm8k_13,0.9799401604498843,-0.3731043264912425,-9.107500052104058,False
gsm8k_13,0.9949160129763565,-0.275681123024969,-12.213022238071849,True
gsm8k_13,0.9921426784281079,-0.33098327293230845,-9.907275883381983,False
gsm8k_13,0.9915844368066531,-0.3375866594651006,-10.136204850614067,False
gsm8k_13,0.9687790225288332,-0.5286229321136557,-6.607013002170775,False
gsm8k_13,0.9941523395453337,-0.25889822952767805,-11.008137948250901,False
gsm8k_14,0.9975668515814342,-0.19697059380794749,-9.591264887059388,False
gsm8k_14,0.9971670233296229,-0.1918926827434112,-10.489245148006889,False
gsm8k_14,0.9955490870310258,-0.23587640714577812,-9.883387670023199,True
gsm8k_14,0.9962077315042599,-0.20791420215359468,-10.375578575636245,False
gsm8k_14,0.9968533507342131,-0.2052239933435977,-9.560303112500439,True
gsm8k_14,0.9966735226178033,-0.24809255180049308,-9.371691586216677,True
gsm8k_14,0.9965200694104528,-0.1969272426963414,-10.31577124673767,True
gsm8k_15,0.9838709608300827,-0.2965020084605215,-12.306286074367991,False
gsm8k_15,0.985792568333747,-0.3304232099700708,-12.168821793063152,False
gsm8k_15,0.9880932328490906,-0.31463241279793785,-15.17422820880609,False
gsm8k_15,0.9877490945520223,-0.26670378241629666,-13.468358637909144,False
gsm8k_15,0.9927629139411895,-0.21269727179518289,-12.665399808427624,False
gsm8k_15,0.9875341360078018,-0.26549324051772677,-13.807310801786128,False
